Computer_Name,Model,Conversion_Status,Drive_Letter,Key_Protectors,Encryption_Method,Protection_Status,TPM_Activated,TPM_Enabled,TPM_Owned,TPM_Spec_Version,Manufacturer_Version
3INDDONTHA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDNARESHPA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPRAJAPAT11,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1USLNWOMACK2,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDMUVVALA,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSCHAUDHA,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSATYADIN,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDGURRAM,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDANANDAJA,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLBACKMAN1,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INDNIGAIKWA1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPUJADHAV,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDCALLOPES1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDASATPUTE,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMEGHANI1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDAKRAO1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDLOHAR1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMESHAIKH5,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPYADAV,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INOASDALVI,HP ZBook Firefly 14 inch G8 Mobile Workstation PC,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.85.4555.0
3INLDEVRAJ1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4ESLPVALEN3,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLDPYAROSHU1,Precision 5680,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDWALANJ2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSYADAV21,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDBANGAL1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSBEHERA1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPKORI,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDCYADAV2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDROSGUPTA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDATISHAIK1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPSONI,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMPARAB4,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSAISAWAN,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSHOSHAIK,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDNEHASING,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDKHANKAR1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPRAJOSHI2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDVGAIKWAD2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSAKRE,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDRSHUKLA3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDNAGRE3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4INADOBEMONPC,Precision 3660,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
3INDGAZALI2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPBHUWAD,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDAVANE3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPRAJPAND,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMOHAMMKH,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMKAMBLE1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDFEGDE3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSHRVICHA1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSHAPARAB1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSHIGAIKW2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSSAWANT,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSAAMBRE1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDTCHOUGUL,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDHEBLE2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4CZLMSVEC3,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
2USLMANIKATH1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
2USLMDAVIDSO6,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1MXDGOMEZPAD2,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
2USDAURTIEW1,Precision 5680,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
2USDSEEMANN,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDLEYONA3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSAPARAB3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSHRESHET1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDARSINGH4,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMINSAWAN1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPISAL3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSADUBEY,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDIMMANUEL,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSPHANSE1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDAMISTRY1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDUSANE,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDTESAWANT1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1MXDMEJIACAL2,Precision 5690,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1MXDBEDIAROD1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDVPVAIRAG,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDGACHAUHA1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDAJADHAV4,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDVIGUPTA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDRJAISWAL2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDRANGOLE2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
MININT-EVBSICD,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDDEPOOJAR1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDAMUPADHY,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSAVLA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPGOSWAMI11,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSATALKAR3,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDAPATHAK21,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDGKHAN,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDKTAMBE2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPRTIWARI2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPAWAK,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPPATHARE2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDABHDAS2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDTSHINDE1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDVVIJAYAN3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLJISUN,Latitude 7490,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDMMOHINAN1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDNMEHTA5,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,Off,No,No,No,,
3INDBSHINDE3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDKSAMANT1,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
4NLLSOGOPAL2,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSWATHI1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLVERHOFST2,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMATKAR,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMDEVKAR1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPGUPTA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDBAGHADIY,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSAURYADA2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDDAPATIL4,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSKOTIAN3,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLSUGURAV,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDDEARMERO1,Precision 3571,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSUBHDAS2,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMUBAHMED1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DELGUSMANO2,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DELKORTTE1,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXLMARINELL,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPRASAPAT,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4DEDMIGUL1,Precision 5680,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLBRUNING,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLMBOXTE1,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDBAZANMAR1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDGARDUNOM1,Precision 3571,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDPACHECOM1,Precision 3571,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
9XXDALARCONA,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXDMERCADOO1,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDPAUTI3,Precision 5540,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.2
3INDGUJAR21,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DELTWERTH3,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDSYADAV4,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLDISJAIN3,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLDAMODARV1,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLPPANDEY51,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
2USLNAVASCAM2,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
2USDZOLGAAL1,Precision 5690,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDMAROY,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLGOYAL4,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLKPANDEY2,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLSGHANEKA,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLSRPUJARI4,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLBARAO1,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1USLNAGAI,Latitude 7410,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
1USLSAMPATH1,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4TRDDTURAN1,Precision 5690,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLPOPURI1,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4SALMALQAISI2,Latitude 7420,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDKURZEKAR,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLCARSTENS2,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INLRADIAS3,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDYENPURE,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1MXDMARTHAHE2,Precision 3581,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDSYADAV141,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
3INLTCHOWKEK4,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4DELCREHBE5,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDROMORE2,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
3INDRAVARIA,Precision 3650 Tower,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.38",7.2.2.0
3INLPRKHANDE,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
4NLLVEREIJKE1,Latitude 7440,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
3INDGPOOJARY1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
9XXLDHALILOV,Latitude 7490,Encrypted,C:,Numerical PW and TPM & PIN,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
3INDGCHOURAS,Precision 5560,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.258.0.0
4DELRJASPER2,XPS 13 9370,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.16",7.2.0.1
3INDSAKIL1,Precision 3591,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
MININT-IN2G943,Precision 5550,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.38",1.257.0.0
4NLLSSPAAR4,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 256,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
1USLNJENNING4,Latitude 7450,Encrypted,C:,Numerical PW and TPM,XTS-AES 128,On,Yes,Yes,Yes,"2.0, 0, 1.59",1.769.0.0
